'Neg','@AskeBay, fantastic job you guys are doing, so awesome. Yet again you’ve haven''t to processed my payment'
'Neg','@AskeBay, fantastic job you guys are doing, so awesome, yet again you’ve haven''t to processed my payment'
'Neutral','@AskeBay item removed (vero issue for one item in lot of 22). can I relist without the offending item? need to know.'
'Pos','@AskeBay it''s all sorted now, thanks'
'Neg','@AskeBay it''s been ten days....it ain''t coming back. You are famous for being sloppy'
'Neutral','@AskeBay 5 mins on phone to customer support it''s sorted.  Shame it took so long to resolve but pleased with efficiency on phone. #finally'
'Neg','@AskeBay so 1 day later you apologise for the delay and now another hour  can''t wait to cancel my account after you give me my £37 back!!!!!'
'Neg','@AskeBay 8 weeks. Can''t buy it now or add to cart. CS says: "It''s a bug. We''re working on it. No timeline. Try later." #ebaydoesntwork4me'
'Pos','@AskeBay thanks, appreciate you looking into it.'
'Neg','@AskeBay thanks as far as I am concerned ebay is responsible and maybe its time that ebay should support sellers a bit more.'
'Neutral','@AskeBay Please follow Me so I can send email to you'
'Neutral','@AskeBay I replied'
'Pos','@AskeBay I appreciate the help you''ve provided as well!'
'Neg','@AskeBay I replied from my other email like u asked'
'Neg','@AskeBay OK so why the delay on a decision until 20th. This is getting ridiculous!'
'Neg','@AskeBay besides refund, no compensation from eBay for massive inconvenience.  Afraid of shopping on eBay again.. buyer assumes risk.'
'Neg','@AskeBay Yes still having the issue. I am trying to log in by Chrome browser on my PC. I have tried other browsers with the same results.'
'Neutral','@AskeBay did you get my other email from my other email address like you told me to do. I put attn m in the subject too'
'Neg','@AskeBay no it was never sent'
'Neg','@askebay SELLERS pay fees to keep you in business and you treat us like garbage. Never again eBay and I hope people follow suit #fraud'
'Neg','@askebay @eBay Seriously, a buyer sends me wrong product back when I agree to refund and I still have to refund them?!?! #scam #fraud'
'Neg','@askebay @ebay Sellers, PLEASE read seller protection and then throw it all out the window because it''s all lies #worstcompany #ridiculous'
'Neg','@AskeBay the new increase in sellers fees for higher priced items is a 333% increase. It''s outrageous and ludicrous at the same time.'
'Neg','@AskeBay hi guys - I can''t decipher this invoice. Why are fees $0, but total is $24? Help! http://t.co/GvahB6seOX'
'Pos','@AskeBay Yes, I did. Waiting on resolution. Thank you for contacting me.'
'Neg','Been on hold for 30 min now and have been passed between 3 groups on @askeBay support to remove one word from ... http://t.co/nwLlgzreII'
'Neg','@AskeBay HELP! I have scheduled listings that I need to add photographs to and I''m stuck in a cycle of signing in and operations timing out!'
'Neg','@AskeBay Now 8 WEEKS 4 me, unable to buy. eBay CS says this is a known bug affecting multiple other buyers too. Any word on timeline to fix?'
'Neg','Hey @AskeBay , why refund this guy my money? He not only kept my device, but used it to scam yet a second person. http://t.co/e2fABZ8koy'
'Neg','@AskeBay jacobsenbooks. Issue first reported to tech dept on July 25th. Multiple chats, phone calls, and pleas for help for 2 mos now.'
'Neutral','@AskeBay How important is to have a listing template that is responsive for the cassini search ?'
'Neg','@AskeBay tried calling every day this week. Have been on hold for the past hour now. Customer service is despicable http://t.co/CCXocEX2hU'
'Neutral','@AskeBay I had it right till the few days before I tweeted. Pls reinstate it. Thanks.'
'Neg','@AskeBay CS says "known bug". 8 wks of trouble and pleading. W/ guest checkout I lose all membership benefits. Feel like no one cares.'
'Neutral','@AskeBay jacobsenbooks'
'Neutral','@askebay Can I block a seller to make sure I never purchase anything from that seller again?'
'Neg','@AskeBay I opened a case last month for a defective item, but closed it. Item became defective again, but I can''t reopen the case. Help!'
'Neg','@AskeBay horrible policy of resolution center workers being in any other country then USA.'
'Neg','@AskeBay miserable service from escalated resolutions center in Phillipines from "Charles" and a female manger named "Albert".'
'Neg','@AskeBay 1 hour phone call w/ Charles and female manager named Albert and she didn''t do what she said she would do. horrible service. @eBay'
'Neg','@AskeBay Really not a fan of the new "My eBay" summary page. Can this be changed back/ can sections be moved around?'
'Pos','@AskeBay all sorted have already responded.  Thanks!'
'Neutral','@AskeBay thanks we have now spoken to #eBay and will relist but led to understand we will pay relist fees...is that correct?'
'Neg','@AskeBay The search function. It''s linking products; e.g. A search for coffee bags brings up Mr Bean DVDs. As both relate to ''beans''.'
'Pos','@AskeBay I moan about eBay sometimes, but i''ve hadsome abusive messages from a user and eBay sorted it straight away, thank you :)'
'Neutral','@AskeBay my ebay id is recordsrsa1'
'Neutral','Dear @askebay your new international selling hub will the parcels be delivered through US and UK post. Royal mail charge 23% handling fee..!'
'Pos','@AskeBay thanks for getting back to me as quickly as you did , good to know that Ebay''s social media team are on the ball .'
'Neutral','@AskeBay already done that several weeks ago http://t.co/mC8CUGJdXK'
'Neutral','@AskeBay 251649575725, 251649576510, 251649577124, 271610528906, 271610529448, 271610530015, 171465684470, 171465685343,  more...'
'Neutral','@AskeBay 171465686659, 111466600159, 111466600637, 111466601549 all XSS scam overlays.'
'Neutral','@AskeBay missed one - 111466609044'
'Neutral','@AskeBay more coming through.  111466610978 and 111466611819'
'Neutral*','@AskeBay Thank you C.  Is that email address?  Individual reporting is messy and longwinded.'
'Neutral','@AskeBay nope. Two quick, simple questions. That was all...'
'Neg','@AskeBay I did state twice in the listing that it is missing parts'
'Neg','@AskeBay @shoulderofmutt1 The seller conned me into believing the invoice was from ebay motors and I paid it by bacs, Fraud police are on it'
'Neutral','@AskeBay yes, I want to add a user to my seller account and I have a question on seller limits - follow me and will DM phone number to call'
'Neutral','@AskeBay Exactly, since 12/9 the results include the search term but results aren''t confined to the selected section EG 1.8m in the... 1/2'
'Pos','@AskeBay Done, thanks.'
'Pos','@AskeBay thanks will update for specific criteria.'
'Neutral','@AskeBay and I need to reinstate my account since I still have a lot of shopping list on ebay.'
'Neutral','@AskeBay thx! honest mistake, I did not know, also the company was not on the Vero page (the list) in eBay pages (the help info)'
